"variant","date_num","prob","SE","df","asymp.LCL","asymp.UCL","date","totcases","cases","smoothed_totcases","smoothed_cases"
"Alpha",18759,0.0636779792712715,0.00509705028418493,NA,0.0536879442868794,0.0736680142556636,2021-05-12,2759,175.687544809438,2124.38159372609,135.276327089561
"C.1.2",18759,0.00165931998685975,0.000583992831528592,NA,0.000514715069834144,0.00280392490388536,2021-05-12,2759,4.57806384374606,2124.38159372609,3.52502883818668
"Other",18759,0.0743072572910514,0.0033221357701618,NA,0.067795990829782,0.0808185237523207,2021-05-12,2759,205.013722866011,2124.38159372609,157.856969669378
"Omicron",18759,1.71826434834806e-17,4.5611106823807e-17,NA,-7.22134831861901e-17,1.06578770153151e-16,2021-05-12,2759,NA,2124.38159372609,NA
"Delta",18762,0.177177519879695,0.00920905867283722,NA,0.159128096549417,0.195226943209972,2021-05-15,2750,487.23817966916,2386.57520488872,422.847475808557
"Beta",18762,0.682458771551824,0.00948485604185803,NA,0.663868795311235,0.701048747792413,2021-05-15,2750,1876.76162176752,2386.57520488872,1628.7391825444
"Alpha",18762,0.0633295839619472,0.00496784875597554,NA,0.053592779319593,0.0730663886043014,2021-05-15,2750,174.156355895355,2386.57520488872,151.140814819501
"C.1.2",18762,0.00218156894460349,0.000709721953181457,NA,0.000790539477330411,0.00357259841187657,2021-05-15,2750,5.99931459765959,2386.57520488872,5.20647835094593
"Other",18762,0.0748525556619311,0.00336747892399861,NA,0.0682524182521961,0.0814526930716661,2021-05-15,2750,205.844528070311,2386.57520488872,178.641253365317
"Omicron",18762,3.14889606706166e-17,8.25779680361616e-17,NA,-1.3036088259676e-16,1.93338803937993e-16,2021-05-15,2750,NA,2386.57520488872,NA
"Delta",18765,0.219289119964015,0.0097834949118037,NA,0.200113822293949,0.238464417634081,2021-05-18,2355,516.425877515256,2691.21313273581,590.153759513236
"Beta",18765,0.640884894123011,0.00970968312351256,NA,0.62185426489963,0.659915523346392,2021-05-18,2355,1509.28392565969,2691.21313273581,1724.75784363585
"Alpha",18765,0.0621880924490512,0.00478731387113912,NA,0.0528051296789295,0.0715710552191729,2021-05-18,2355,146.452957717516,2691.21313273581,167.361411098675
"C.1.2",18765,0.00281803554088437,0.000845565443569176,NA,0.00116075772491715,0.00447531335685159,2021-05-18,2355,6.6364736987827,2691.21313273581,7.58393425614428
"Other",18765,0.0748198579230378,0.00339227196682789,NA,0.0681711270422903,0.0814685888037853,2021-05-18,2355,176.200765408754,2691.21313273581,201.356184231907
"Omicron",18765,5.73659331152958e-17,1.48575250473307e-16,NA,-2.33836206806404e-16,3.48568073036995e-16,2021-05-18,2355,NA,2691.21313273581,NA
"Delta",18768,0.266775531907507,0.0101195476797465,NA,0.246941582915368,0.286609480899646,2021-05-21,3332,888.896072315813,3038.00505616755,810.465414796794
"Beta",18768,0.595278857994705,0.00974542324416593,NA,0.576178179422041,0.61437953656737,2021-05-21,3332,1983.46915483836,3038.00505616755,1808.46018041756
"Alpha",18768,0.0602386783576558,0.00455853716060417,NA,0.0513041097006842,0.0691732470146275,2021-05-21,3332,200.715276287709,3038.00505616755,183.005409427409
"C.1.2",18768,0.00357337387439096,0.000986729511993181,NA,0.00163941956840154,0.00550732818038038,2021-05-21,3332,11.9064817494707,3038.00505616755,10.8559278979768
"Other",18768,0.0741335578657409,0.00339129183476463,NA,0.0674867480085374,0.0807803677229443,2021-05-21,3332,247.013014808649,3038.00505616755,225.21812362781
"Omicron",18768,1.03781145802766e-16,2.65371968284865e-16,NA,-4.16338354542075e-16,6.23900646147607e-16,2021-05-21,3332,NA,3038.00505616755,NA
"Delta",18771,0.318797490100082,0.0101976244265237,NA,0.298810513496229,0.338784466703934,2021-05-24,2383,759.694418908494,3423.99700306221,1091.56165068643
"Beta",18771,0.546483298061246,0.00958107958153171,NA,0.527704727148432,0.565261868974061,2021-05-24,2383,1302.26969927995,3423.99700306221,1871.15717478526
"Alpha",18771,0.0575185330521846,0.00428798307323348,NA,0.0491142406623296,0.0659228254420395,2021-05-24,2383,137.066664263356,3423.99700306221,196.943284791215
"C.1.2",18771,0.0044452160059856,0.00112713996829621,NA,0.00223606226258942,0.00665436974938179,2021-05-24,2383,10.5929497422637,3423.99700306221,15.2204062824589
"Other",18771,0.0727554627805016,0.00336068612654972,NA,0.0661686390091207,0.0793422865518825,2021-05-24,2383,173.376267805935,3423.99700306221,249.114486516842
"Omicron",18771,1.86296633422228e-16,4.701531970574e-16,NA,-7.35186700026638e-16,1.10777996687109e-15,2021-05-24,2383,NA,3423.99700306221,NA
"Delta",18774,0.374106513750753,0.0100316082975407,NA,0.35444492278056,0.393768104720946,2021-05-27,4422,1654.29900380583,3842.55579154364,1437.52515106716
"Beta",18774,0.495656135265371,0.00923288917195782,NA,0.477560005015084,0.513752265515659,2021-05-27,4422,2191.79143014347,3842.55579154364,1904.58635317809
"Alpha",18774,0.0541193841066391,0.0039853638896424,NA,0.0463082144176535,0.0619305537956247,2021-05-27,4422,239.315916519558,3842.55579154364,207.956752833741
"C.1.2",18774,0.00542337449767042,0.00126005464496265,NA,0.00295371277499122,0.00789303622034961,2021-05-27,4422,23.9821620286986,3842.55579154364,20.8396190857335
"Other",18774,0.0706945923795655,0.00329896677970713,NA,0.0642287363051455,0.0771604484539856,2021-05-27,4422,312.611487502439,3842.55579154364,271.647915378916
"Omicron",18774,3.31679877556627e-16,8.25848887805518e-16,NA,-1.28695419921465e-15,1.9503139543279e-15,2021-05-27,4422,NA,3842.55579154364,NA
"Delta",18777,0.431158157359892,0.00966571403201988,NA,0.41221370597227,0.450102608747515,2021-05-30,3755,1618.99888088639,4290.33017156518,1849.81085123759
"Beta",18777,0.444160955301726,0.00874052991050305,NA,0.427029831471345,0.461292079132107,2021-05-30,3755,1667.82438715798,4290.33017156518,1905.59714756221
"Alpha",18777,0.0501807413853487,0.00366288324789489,NA,0.0430016221398996,0.0573598606307978,2021-05-30,3755,188.428683901984,4290.33017156518,215.291948797071
"C.1.2",18777,0.00649032616292154,0.00137890287652201,NA,0.00378772618675971,0.00919292613908337,2021-05-30,3755,24.3711747417704,4290.33017156518,27.8456421600812
"Other",18777,0.0680098197901107,0.00320758346741602,NA,0.0617230717165692,0.0742965678636522,2021-05-30,3755,255.376873311866,4290.33017156518,291.784581808223
"Omicron",18777,5.8565820867352e-16,1.43819363000391e-15,NA,-2.23314950892907e-15,3.40446592627611e-15,2021-05-30,3755,NA,4290.33017156518,NA
"Delta",18780,0.488284314555279,0.00916251997761179,NA,0.470326105391531,0.506242523719027,2021-06-02,5782,2823.25990675862,4789.46602889968,2338.62113700708
"Beta",18780,0.393414258687086,0.00815647450244956,NA,0.377427862421465,0.409400654952706,2021-06-02,5782,2274.72124372873,4789.46602889968,1884.24422726655
"Alpha",18780,0.0458745033510212,0.00333385878744001,NA,0.0393402601980964,0.052408746503946,2021-06-02,5782,265.246378375605,4789.46602889968,219.714375392361
"C.1.2",18780,0.00762300011224782,0.00147817720069604,NA,0.00472582603611535,0.0105201741883803,2021-06-02,5782,44.0761866490169,4789.46602889968,36.5101000759094
"Other",18780,0.0648039232943653,0.00309078848845152,NA,0.0587460891731693,0.0708617574155612,2021-06-02,5782,374.69628448802,4789.46602889968,310.376189157783
"Omicron",18780,1.02600184900259e-15,2.48400533262907e-15,NA,-3.84255914035582e-15,5.894562838361e-15,2021-06-02,5782,NA,4789.46602889968,NA
"Delta",18783,0.543885039322862,0.00858655675188008,NA,0.527055697337968,0.560714381307756,2021-06-05,5450,2964.1734643096,5378.18640124822,2925.11512232857
"Beta",18783,0.344724889845724,0.00753256757682926,NA,0.329961328684025,0.359488451007424,2021-06-05,5450,1878.7506496592,5378.18640124822,1853.99471474007
"Alpha",18783,0.0413843481052991,0.00301100067390132,NA,0.0354828952270267,0.0472858009835715,2021-06-05,5450,225.54469717388,5378.18640124822,222.572738204442
"C.1.2",18783,0.00879548021750701,0.00155417275842996,NA,0.00574935758523101,0.011841602849783,2021-06-05,5450,47.9353671854132,5378.18640124822,47.303732098244
"Other",18783,0.0612102425086058,0.00295480109321198,NA,0.0554189387844308,0.0670015462327809,2021-06-05,5450,333.595821671902,5378.18640124822,329.20009387689
"Omicron",18783,1.7847119513138e-15,4.2583181241145e-15,NA,-6.56143820666478e-15,1.01308621092924e-14,2021-06-05,5450,NA,5378.18640124822,NA
"Delta",18786,0.596594966545375,0.00799005717417559,NA,0.580934742249575,0.612255190841175,2021-06-08,4209,2511.06821418948,6111.72068364964,3646.22179679663
"Beta",18786,0.299162829290615,0.00690922255275996,NA,0.285621001926034,0.312704656655197,2021-06-08,4209,1259.1763484842,6111.72068364964,1828.3996515546
"Alpha",18786,0.036884872308717,0.00270481296631595,NA,0.0315835363098208,0.0421862083076132,2021-06-08,4209,155.24842754739,6111.72068364964,225.430037002962
"C.1.2",18786,0.00998195889735735,0.00160541671050948,NA,0.00683539996458001,0.0131285178301347,2021-06-08,4209,42.0140649989771,6111.72068364964,61.0069446563195
"Other",18786,0.0573753729579324,0.00280659037883898,NA,0.0518745568960514,0.0628761890198134,2021-06-08,4209,241.492944779937,6111.72068364964,350.662253639108
"Omicron",18786,3.08587334414768e-15,7.25341474280092e-15,NA,-1.1130558316674e-14,1.73023050049693e-14,2021-06-08,4209,NA,6111.72068364964,NA
"Delta",18789,0.645391152570344,0.0074060468743817,NA,0.63087556742874,0.659906737711947,2021-06-11,8020,5176.03704361416,7071.25605745655,4563.72609704191
"Beta",18789,0.257482396737168,0.00631093258466034,NA,0.245113196162374,0.269851597311963,2021-06-11,8020,2065.00882183209,7071.25605745655,1820.72395761613
"Alpha",18789,0.032525030557054,0.00242256193829876,NA,0.0277768964076709,0.0372731647064371,2021-06-11,8020,260.850745067573,7071.25605745655,229.992819345528
"C.1.2",18789,0.0111592707024673,0.00163273024426223,NA,0.00795917822724405,0.0143593631776906,2021-06-11,8020,89.4973510337878,7071.25605745655,78.9100605516194
"Other",18789,0.0534421494329613,0.00265272226808796,NA,0.0482429093265216,0.0586413895394011,2021-06-11,8020,428.60603845235,7071.25605745655,377.903122901326
"Omicron",18789,5.31061470782493e-15,1.22921204081893e-14,NA,-1.8781498585856e-14,2.94027280015058e-14,2021-06-11,8020,NA,7071.25605745655,NA
"Delta",18792,0.689630869568561,0.00684967250069907,NA,0.676205758161297,0.703055980975826,2021-06-14,5548,3826.07206436638,8374.80458575381,5775.52376894018
"Beta",18792,0.220105728497974,0.00574815365579289,NA,0.208839554355018,0.23137190264093,2021-06-14,5548,1221.14658170676,8374.80458575381,1843.34246437551
"Alpha",18792,0.0284184731302062,0.0021680249172106,NA,0.024169222374888,0.0326677238855244,2021-06-14,5548,157.665688926384,8374.80458575381,237.999159090972
"C.1.2",18792,0.0123085638037581,0.00163896920405467,NA,0.00909624319204064,0.0155208844154755,2021-06-14,5548,68.2879119832498,8374.80458575381,103.081816587756
"Other",18792,0.0495363649994913,0.00249860124900242,NA,0.0446391965397197,0.0544335334592628,2021-06-14,5548,274.827753017178,8374.80458575381,414.857376759314
"Omicron",18792,9.10922590701205e-15,2.07538333288684e-14,NA,-3.15675399587171e-14,4.97859917727412e-14,2021-06-14,5548,NA,8374.80458575381,NA
"Delta",18795,0.729028593053946,0.00632453961749414,NA,0.716632723184861,0.741424462923032,2021-06-17,11767,8578.47945446579,10091.0855259196,7356.68988334818
"Beta",18795,0.18715550993161,0.00522261725761075,NA,0.176919368201655,0.197391651661564,2021-06-17,11767,2202.25888536525,10091.0855259196,1888.60225736696
"Alpha",18795,0.0246409988192043,0.00194193626862551,NA,0.0208348736724262,0.0284471239659824,2021-06-17,11767,289.950633105577,10091.0855259196,248.654426528673
"C.1.2",18795,0.0134159925250667,0.00162855169523072,NA,0.0102240898554528,0.0166078951946805,2021-06-17,11767,157.865984042459,10091.0855259196,135.381927985545
"Other",18795,0.0457589056701576,0.00234819660192272,NA,0.0411565249017697,0.0503612864385455,2021-06-17,11767,538.445043020744,10091.0855259196,461.757030690046
"Omicron",18795,1.55957401353603e-14,3.49597864025038e-14,NA,-5.29241821207603e-14,8.41156623914809e-14,2021-06-17,11767,NA,10091.0855259196,NA
"Delta",18798,0.763593390168352,0.00582958402749575,NA,0.75216761542961,0.775019164907093,2021-06-20,13155,10045.0710476647,12175.3246117914,9296.997396718
"Beta",18798,0.158517262257369,0.00473259971038335,NA,0.149241537271773,0.167792987242965,2021-06-20,13155,2085.29458499569,12175.3246117914,1929.99912455595
"Alpha",18798,0.021233568376787,0.00174284327163275,NA,0.0178176583336889,0.0246494784198852,2021-06-20,13155,279.327591996633,12175.3246117914,258.525587654051
"C.1.2",18798,0.0144725828500755,0.00160688777882322,NA,0.0113231406763844,0.0176220250237666,2021-06-20,13155,190.386827392743,12175.3246117914,176.208394170715
"Other",18798,0.0421831963473897,0.00220414123851568,NA,0.0378631589030595,0.04650323379172,2021-06-20,13155,554.919947949912,12175.3246117914,513.594108692405
"Omicron",18798,2.66874962038015e-14,5.88330274935996e-14,NA,-8.86231187851086e-14,1.41998111192712e-13,2021-06-20,13155,NA,12175.3246117914,NA
"Delta",18801,0.793549757479851,0.00536363098686068,NA,0.783037233919241,0.804062281040461,2021-06-23,17493,13881.565907595,14473.1212892953,11485.1418890967
"Beta",18801,0.133911389145513,0.00427619962667596,NA,0.125530191886525,0.142292586404502,2021-06-23,17493,2342.51193032247,14473.1212892953,1938.11577712103
"Alpha",18801,0.0182085963697331,0.00156804474553817,NA,0.015135285142331,0.0212819075971352,2021-06-23,17493,318.522976295741,14473.1212892953,263.535223766968
"C.1.2",18801,0.0154735574596683,0.00157979369857385,NA,0.0123772187074602,0.0185698962118764,2021-06-23,17493,270.678940641978,14473.1212892953,223.950673890659
"Other",18801,0.0388566995451882,0.00206801556034232,NA,0.0348034635274488,0.0429099355629275,2021-06-23,17493,679.720245143977,14473.1212892953,562.377725419213
"Omicron",18801,4.57009897927287e-14,9.90347175572077e-14,NA,-1.48403489838495e-13,2.39805469423952e-13,2021-06-23,17493,NA,14473.1212892953,NA
"Delta",18804,0.819259945089788,0.0049271780528222,NA,0.80960285356084,0.828917036618736,2021-06-26,17956,14710.6315740322,16677.938908065,13663.5673140322
"Beta",18804,0.112960416100635,0.00385250059777411,NA,0.105409653678579,0.120511178522691,2021-06-26,17956,2028.317231503,16677.938908065,1883.946918756
"Alpha",18804,0.015557396976351,0.00141437539029136,NA,0.0127852721507602,0.0183295218019419,2021-06-26,17956,279.348620107359,16677.938908065,259.465316340098
"C.1.2",18804,0.0164174138982047,0.00155293175980607,NA,0.0133737235785364,0.019461104217873,2021-06-26,17956,294.791083956163,16677.938908065,273.808626022675
"Other",18804,0.0358048279349429,0.00194066022162314,NA,0.032001203794332,0.0396084520755538,2021-06-26,17956,642.911490399835,16677.938908065,597.150732912758
"Omicron",18804,7.84033113630439e-14,1.66930445424147e-13,NA,-2.48774349591514e-13,4.05580972317602e-13,2021-06-26,17956,NA,16677.938908065,NA
"Delta",18807,0.841158399169345,0.00452232219666116,NA,0.832294810537403,0.850021987801287,2021-06-29,13347,11226.9411537132,18330.7717315424,15419.0826052429
"Beta",18807,0.0952435281284807,0.00346143366989227,NA,0.0884592428006176,0.102027813456344,2021-06-29,13347,1271.21536993083,18330.7717315424,1745.88737302992
"Alpha",18807,0.0132572776114735,0.00127873446590835,NA,0.010751004112503,0.0157635511104439,2021-06-29,13347,176.944884280336,18330.7717315424,243.016129677608
"C.1.2",18807,0.0173049809292654,0.00153129489206481,NA,0.0143036980911082,0.0203062637674225,2021-06-29,13347,230.969580462905,18330.7717315424,317.213655233058
"Other",18807,0.0330358141613009,0.00182243434982731,NA,0.0294639084714507,0.036607719851151,2021-06-29,13347,440.929011610882,18330.7717315424,605.571968356462
"Omicron",18807,1.34877999249622e-13,2.82010192735774e-13,NA,-4.17851821785694e-13,6.87607820284938e-13,2021-06-29,13347,NA,18330.7717315424,NA
"Delta",18810,0.859702371013042,0.0041519336866158,NA,0.851564730521077,0.867840011505008,2021-07-02,24270,20864.9765444865,19007.7349790572,16340.994829083
"Beta",18810,0.08033605785669,0.00310319224892471,NA,0.0742539128116937,0.0864182029016863,2021-07-02,24270,1949.75612418187,19007.7349790572,1527.00649700217
"Alpha",18810,0.0112774656295886,0.00115836732338303,NA,0.00900710739488979,0.0135478238642874,2021-07-02,24270,273.704090830115,19007.7349790572,214.359077922646
"C.1.2",18810,0.018138588179091,0.0015187640254652,NA,0.0151618653881641,0.0211153109700179,2021-07-02,24270,440.223535106539,19007.7349790572,344.773477002421
"Other",18810,0.0305455173213553,0.00171339755745085,NA,0.0271873198175527,0.0339037148251579,2021-07-02,24270,741.339705389293,19007.7349790572,580.601098042522
"Omicron",18810,2.32854932643937e-13,4.77866883154751e-13,NA,-7.03746947743786e-13,1.16945681303166e-12,2021-07-02,24270,NA,19007.7349790572,NA
"Delta",18813,0.875338326908594,0.00381878366756782,NA,0.867853648455411,0.882823005361776,2021-07-05,12513,10953.1084846072,18739.9784204769,16403.8213568834
"Beta",18813,0.0678350694884124,0.00277770711581187,NA,0.0623908635818205,0.0732792753950043,2021-07-05,12513,848.820224508504,18739.9784204769,1271.2277383644
"Alpha",18813,0.00958359930216573,0.0010509640696427,NA,0.00752374757662038,0.0116434510277111,2021-07-05,12513,119.919578068,18739.9784204769,179.596444113083
"C.1.2",18813,0.0189214069431298,0.00151779425388216,NA,0.0159465848695789,0.0218962290166806,2021-07-05,12513,236.763565079383,18739.9784204769,354.586757799314
"Other",18813,0.0283215973572946,0.00161342704145316,NA,0.0251593384643634,0.0314838562502258,2021-07-05,12513,354.388147731827,18739.9784204769,530.746123309136
"Omicron",18813,4.03686783004827e-13,8.12700570162523e-13,NA,-1.18917706472888e-12,1.99655063073854e-12,2021-07-05,12513,NA,18739.9784204769,NA
"Delta",18816,0.888481546545155,0.00352490626128733,NA,0.881572857224152,0.895390235866158,2021-07-08,22910,20355.1122313495,17777.6004313808,15795.069925135
"Beta",18816,0.0573737941570983,0.00248435756698934,NA,0.0525045428010797,0.062243045513117,2021-07-08,22910,1314.43362413912,17777.6004313808,1019.96838775718
"Alpha",18816,0.00814085359197464,0.000954649067053158,NA,0.00626977580267569,0.0100119313812736,2021-07-08,22910,186.506955792139,17777.6004313808,144.724842328496
